Gene	Category	Number of Datasets Detected In	Percent of Datasets Detected in 	All Average TPM 	Tau	NZ Average TPM	NZ Minimum TPM	NZ Standard Deviation 	Highest Maximum TPM	Highest Dataset with Maximum TPM	Highest Median of that Dataset	Highest Difference Between Gene Maximum and Dataset Median
AT2G33435	Canonical	5673	100	11.4639	0.6479	11.4639	0.0645	26.0183	675.668	ERR1698199	6.792	668.876
AT2G33450	Canonical	5669	99.93	136.2101	0.3636	136.3062	0.237	131.4703	1034.1364	SRR3290794	2.893	1031.2434
AT2G33460	Canonical	5113	90.13	1.7568	0.9135	1.9492	0.0211	12.7158	470.6577	SRR3581852	0.7188	469.9389
AT2G33470	Canonical	5673	100	51.3372	0.3256	51.3372	1.1239	26.5316	290.6026	SRR5448380	3.7449	286.8577
AT2G33480	Canonical	5664	99.84	34.0781	0.5639	34.1322	0.0564	40.5311	1266.2247	SRR3581736	3.7344	1262.4903
AT2G33490	Canonical	5673	100	10.6472	0.4294	10.6472	0.0373	5.9046	58.6163	SRR5909364	5.4526	53.1637
AT2G33500	Canonical	5667	99.89	11.9419	0.4279	11.9545	0.4239	8.0128	65.8663	ERR1441951	11.9364	53.9298
AT2G33510	Canonical	5671	99.96	17.9574	0.4849	17.9637	0.2678	16.1074	182.655	SRR1231506	1.6647	180.9903
AT2G33520	Canonical	2538	44.74	3.5201	0.9534	7.8682	0.0167	37.235	441.0237	SRR5239990	0.8058	440.2179
AT2G33530	Canonical	5651	99.61	18.115	0.4362	18.1856	0.019	14.419	113.6863	ERR1194857	4.0063	109.68
AT2G33540	Canonical	5673	100	14.229	0.4518	14.229	0.2493	8.407	111.3318	SRR1773565	10.6749	100.6569
AT2G33550	Canonical	5667	99.89	16.7038	0.4826	16.7215	0.1384	15.7687	143.4789	DRR070526	9.1403	134.3386
AT2G33560	Canonical	5590	98.54	8.1895	0.6343	8.3111	0.0057	10.0013	127.0079	SRR2828731	0.3128	126.6951
AT2G33570	Canonical	5669	99.93	24.8464	0.421	24.8639	0.0285	18.2914	184.1692	SRR5038602	4.3913	179.7779
AT2G33580	Canonical	5671	99.96	16.249	0.6555	16.2547	0.0651	32.1833	652.5664	SRR3124998	5.8879	646.6784
AT2G33585	Canonical	5653	99.65	13.7246	0.5181	13.7731	0.075	10.1303	184.3963	SRR4293721	1.4602	182.9362
AT2G33590	Canonical	5672	99.98	41.8718	0.49	41.8792	0.079	59.2672	840.1899	SRR2927347	0.7263	839.4637
AT2G33600	Canonical	5670	99.95	20.5612	0.3623	20.5721	0.1925	9.2973	101.9064	ERR1698209	6.5967	95.3097
AT2G33610	Canonical	5673	100	25.449	0.401	25.449	0.2219	13.2799	189.5284	SRR2102895	6.7267	182.8017
AT2G33620	Canonical	5669	99.93	31.5413	0.4751	31.5636	0.2828	34.9039	355.6323	ERR1698195	8.9484	346.6839
AT2G33630	Canonical	5673	100	51.0055	0.3145	51.0055	0.0556	29.3822	246.2972	SRR5238815	0.0487	246.2485
AT2G33640	Canonical	5651	99.61	2.3957	0.6622	2.405	0.0229	2.556	20.1694	ERR1698200	9.2014	10.968
AT2G33655	Unobserved	210	3.7	0.0088	0.9964	0.2388	0.0072	0.5039	4.5022	SRR5452981	7.2056	-2.7034
AT2G33670	Canonical	958	16.89	0.1976	0.987	1.17	0.0048	5.2632	71.8605	SRR5480328	1.237	70.6235
AT2G33680	Canonical	5653	99.65	2.8894	0.6295	2.8997	0.012	2.136	26.2843	SRR2828730	0.4495	25.8348
AT2G33685	Unobserved	23	0.41	0.0015	0.9986	0.3641	0.0557	0.2336	1.1342	SRR3953978	9.6639	-8.5297
AT2G33690	Canonical	253	4.46	0.0582	0.9928	1.3061	0.0474	2.9322	29.7762	SRR3581686	0.918	28.8582
AT2G33700	Canonical	5673	100	24.2601	0.4386	24.2601	0.3222	15.5458	239.1177	SRR3664378	2.3196	236.798
AT2G33705	Unobserved	341	6.01	0.0806	0.9876	1.3404	0.0592	2.1227	24.7005	SRR5448377	4.7432	19.9574
AT2G33710	Canonical	5065	89.28	6.0936	0.8278	6.825	0.0092	26.9569	695.7556	SRR2086497	3.9574	691.7982
AT2G33720	Other	2597	45.78	0.198	0.9695	0.4324	0.014	1.6972	41.3492	SRR5229967	7.8664	33.4828
AT2G33730	Canonical	5673	100	65.3374	0.3118	65.3374	0.932	33.345	371.5154	SRR5469593	2.8223	368.6931
AT2G33735	Canonical	5654	99.67	5.4514	0.6291	5.4697	0.0712	4.5907	93.53	ERR1698201	8.6453	84.8847
AT2G33740	Canonical	5672	99.98	24.8145	0.4345	24.8189	0.3542	13.9555	252.3079	SRR3724806	2.142	250.1659
AT2G33750	Unobserved	5131	90.45	1.3788	0.8666	1.5245	0.0124	4.869	105.0421	SRR4044748	8.0149	97.0272
AT2G33760	Other	5605	98.8	1.6673	0.7397	1.6875	0.0352	1.4503	28.0949	SRR5238816	0.1146	27.9804
AT2G33770	Canonical	5673	100	82.5306	0.4454	82.5306	0.13	95.6234	1472.1483	SRR1773565	10.6749	1461.4734
AT2G33775	Canonical	3945	69.54	5.9142	0.9482	8.5047	0.0266	105.8776	4472.8352	SRR5479136	0.2168	4472.6183
AT2G33780	Unobserved	1535	27.06	0.7922	0.9753	2.9278	0.0179	15.87	345.7565	SRR5229954	5.0967	340.6598
AT2G33790	Canonical	2834	49.96	31.6743	0.8366	63.4045	0.0052	196.242	2798.4006	SRR5469579	4.3615	2794.0391
AT2G33793	Unobserved	5591	98.55	2.9985	0.7097	3.0425	0.0131	3.8306	42.2241	SRR1791619	10.4597	31.7644
AT2G33800	Canonical	5672	99.98	383.1763	0.249	383.2439	1.0129	253.5579	1622.5503	SRR1231510	4.7065	1617.8437
AT2G33810	Canonical	5642	99.45	37.1042	0.6578	37.3081	0.0477	88.7698	1555.776	SRR3453113	6.7433	1549.0327
AT2G33820	Canonical	5663	99.82	9.2671	0.4946	9.2835	0.0571	4.9435	77.9497	ERR1698205	4.5515	73.3982
AT2G33830	Canonical	5662	99.81	390.4502	0.4739	391.2088	0.0438	640.235	6128.089	SRR5167803	1.1211	6126.9679
AT2G33835	Canonical	5672	99.98	7.9209	0.4261	7.9223	0.1163	3.4001	38.9934	ERR903950	6.9734	32.02
AT2G33840	Canonical	5672	99.98	23.2703	0.3984	23.2744	0.0377	14.5138	152.5757	SRR3664425	4.6654	147.9103
AT2G33845	Canonical	5673	100	30.2718	0.35	30.2718	0.0666	14.3836	166.8292	SRR2828726	2.0997	164.7295
AT2G33847	Unobserved	5359	94.47	1.4959	0.775	1.5835	0.0141	2.2421	21.8563	SRR1231506	1.6647	20.1916
AT2G33850	Canonical	4932	86.94	86.8597	0.6709	99.9098	0.0172	295.8181	13608.7925	SRR3581728	5.7676	13603.0249
AT2G33855	Canonical	5639	99.4	47.265	0.4085	47.55	0.0336	39.0796	339.2684	SRR6048696	5.1302	334.1382
AT2G33860	Canonical	5664	99.84	20.9913	0.5629	21.0247	0.0281	24.2733	654.31	SRR2828730	0.4495	653.8605
AT2G33870	Canonical	556	9.8	0.231	0.9875	2.3573	0.0078	8.3508	110.7155	SRR3581852	0.7188	109.9966
AT2G33880	Other	3603	63.51	2.4609	0.9308	3.8747	0.006	16.2852	311.8592	ERR1441951	11.9364	299.9228
AT2G33980	Canonical	5667	99.89	1.6186	0.7056	1.6203	0.0105	1.1642	19.845	SRR3286447	6.1439	13.7011
AT2G33990	Canonical	5673	100	20.6524	0.4693	20.6524	0.0829	18.4016	216.7812	SRR3664420	4.7012	212.08
AT2G34000	Unobserved	3116	54.93	2.1603	0.8754	3.933	0.018	8.5687	83.8132	SRR1763901	2.8069	81.0063
AT2G34010	Unobserved	5299	93.41	2.7591	0.7403	2.9539	0.0175	3.1199	64.1009	ERR1698207	7.4333	56.6676
AT2G34020	Canonical	3823	67.39	8.8595	0.8055	13.1467	0.0053	26.2941	318.4567	SRR3707606	7.0193	311.4375
AT2G34030	Canonical	3910	68.92	0.2634	0.935	0.3822	0.0093	0.8425	12.5876	SRR1917205	6.8099	5.7777
AT2G34040	Canonical	5673	100	27.2286	0.4021	27.2286	0.2949	12.8844	225.3908	SRR5755227	4.6231	220.7677
AT2G34050	Canonical	5669	99.93	15.1802	0.391	15.1909	0.2091	10.4874	69.0633	ERR560479	6.7982	62.2651
AT2G34060	Canonical	5607	98.84	5.8319	0.6236	5.9005	0.0107	5.1136	93.987	SRR5420088	6.5902	87.3968
AT2G34070	Canonical	5667	99.89	25.7775	0.5401	25.8048	0.0272	35.5877	543.7501	SRR4293722	1.775	541.975
AT2G34100	Unobserved	3216	56.69	0.4676	0.9854	0.8248	0.001	7.1279	123.4302	SRR5344667	8.1	115.3302
AT2G34110	Unobserved	1872	33	0.0113	0.9872	0.0344	0.0013	0.0555	1.2957	SRR2828729	2.0718	-0.7761
AT2G34140	Other	5474	96.49	5.7948	0.7168	6.0055	0.0189	9.3017	140.3325	SRR3311812	6.0171	134.3153
AT2G34150	Canonical	5657	99.72	6.0862	0.661	6.1034	0.0109	7.4808	134.114	SRR3664390	3.4398	130.6743
AT2G34160	Canonical	5669	99.93	33.0488	0.4357	33.0722	0.5556	20.1383	414.8967	SRR5227406	1.9665	412.9302
AT2G34170	Canonical	5670	99.95	12.802	0.4904	12.8087	0.009	9.1334	109.1148	SRR5469575	5.8751	103.2397
AT2G34180	Unobserved	5594	98.61	4.7675	0.7446	4.8348	0.0144	9.1391	184.4162	SRR3664428	3.4844	180.9318
AT2G34185	Unobserved	5361	94.5	0.7749	0.8382	0.82	0.0087	1.007	18.8901	SRR2828725	1.4168	17.4733
AT2G34190	Canonical	5659	99.75	11.5435	0.5688	11.5721	0.0292	14.1455	115.1991	SRR3664392	6.4412	108.7579
AT2G34200	Unobserved	5663	99.82	7.6516	0.5539	7.6651	0.0362	4.8918	93.5167	SRR2102895	6.7267	86.79
AT2G34210	Canonical	3244	57.18	0.6395	0.9559	1.1183	0.004	4.4132	94.0399	SRR1773567	10.1757	83.8642
AT2G34220	Canonical	5396	95.12	0.6253	0.8993	0.6574	0.0075	1.6373	42.9385	SRR1791616	10.9004	32.0381
AT2G34224	Unobserved	4230	74.56	0.599	0.9033	0.8033	0.0254	1.1915	54.7759	ERR1698206	8.0033	46.7726
AT2G34230	Canonical	5185	91.4	0.4379	0.9033	0.4791	0.01	0.8624	22.1324	ERR1698199	6.792	15.3404
AT2G34238	Other	4263	75.15	0.8345	0.8575	1.1106	0.0348	1.053	33.3058	SRR2088870	5.2461	28.0597
AT2G34240	Other	5501	96.97	0.898	0.772	0.9261	0.0137	0.8002	11.2671	ERR1698197	7.068	4.1991
AT2G34250	Other	5673	100	241.1679	0.2721	241.1679	2.2632	135.63	1548.0066	SRR3664435	4.0543	1543.9523
AT2G34260	Canonical	5669	99.93	12.0018	0.5148	12.0103	0.0517	9.8346	119.1552	SRR5227401	1.4136	117.7416
AT2G34270	Unobserved	564	9.94	0.1228	0.9877	1.2349	0.0123	3.5788	43.6527	SRR1791616	10.9004	32.7523
AT2G34280	Unobserved	496	8.74	0.0506	0.9901	0.5783	0.0167	1.4539	14.8829	SRR3956087	7.2851	7.5978
AT2G34290	Other	581	10.24	0.0592	0.9802	0.5784	0.0172	0.8084	6.0177	SRR5235490	12.4296	-6.4119
AT2G34300	Canonical	5672	99.98	40.67	0.4551	40.6771	0.0366	42.3599	433.0059	SRR3124997	7.4903	425.5156
AT2G34310	Canonical	5672	99.98	32.1225	0.3907	32.1282	0.7007	15.4769	264.1317	SRR3664378	2.3196	261.8121
AT2G34315	Canonical	1459	25.72	1.9611	0.9718	7.6251	0.0154	33.6457	475.2976	ERR588038	4.4739	470.8236
AT2G34317	Unobserved	1243	21.91	1.3158	0.9742	6.0052	0.0166	35.4701	655.0443	ERR1417892	9.3307	645.7136
AT2G34320	Unobserved	2451	43.2	0.326	0.9522	0.7545	0.0106	1.6396	42.8007	SRR1231506	1.6647	41.136
AT2G34325	Unobserved	4022	70.9	0.8305	0.9037	1.1715	0.014	2.3057	65.616	SRR5480328	1.237	64.379
AT2G34340	Canonical	5628	99.21	6.6963	0.7262	6.7498	0.0714	15.9031	304.55	SRR5227402	1.261	303.2891
AT2G34350	Canonical	3328	58.66	1.8316	0.9001	3.1222	0.0092	9.3975	122.8619	SRR4024923	2.8263	120.0356
AT2G34355	Canonical	5665	99.86	8.0151	0.6396	8.0264	0.0229	8.3777	263.1461	SRR4293718	2.6309	260.5152
AT2G34357	Canonical	5673	100	21.5765	0.3933	21.5765	0.0374	14.0568	123.2993	SRR5469591	2.1459	121.1534
AT2G34360	Other	5265	92.81	0.9557	0.8848	1.0298	0.0129	2.2932	60.9585	SRR3664390	3.4398	57.5187
AT2G34370	Unobserved	2722	47.98	0.1595	0.9613	0.3325	0.0086	0.7703	15.8531	SRR3581691	7.9008	7.9523
AT2G34380	Canonical	5670	99.95	10.3889	0.6226	10.3944	0.3889	8.7619	462.3245	SRR2828722	0.852	461.4725
AT2G34390	Canonical	5522	97.34	4.8907	0.8706	5.0244	0.0253	34.2237	1819.6089	SRR1810778	8.9379	1810.6711
AT2G34400	Canonical	5657	99.72	3.3575	0.608	3.367	0.0132	1.936	32.3341	SRR1810778	8.9379	23.3962
AT2G34410	Canonical	5672	99.98	12.0468	0.6412	12.0489	0.0554	16.9172	798.7679	SRR3664390	3.4398	795.3281
AT2G34420	Canonical	5669	99.93	8596.9176	0.2689	8602.9835	0.1077	7942.7779	60835.5432	SRR5167798	1.6469	60833.8963
AT2G34430	Canonical	5465	96.33	2080.8535	0.4213	2160.0516	0.0253	2785.966	20821.6823	SRR4293709	3.9536	20817.7287
AT2G34450	Other	5668	99.91	3.4901	0.5784	3.4932	0.0314	2.2276	27.3571	SRR4299118	3.6288	23.7283
AT2G34460	Canonical	5670	99.95	84.474	0.3332	84.5187	0.0661	63.324	433.2674	ERR1194855	2.8886	430.3788
AT2G34470	Canonical	5672	99.98	51.3748	0.3272	51.3839	0.1304	28.7602	280.5891	SRR1781771	7.9952	272.5939
AT2G34480	Canonical	5673	100	571.9134	0.3286	571.9134	5.2868	467.9375	8974.0225	SRR2828728	5.3449	8968.6776
AT2G34490	Canonical	5576	98.29	20.7745	0.5206	21.1359	0.0121	20.9685	253.9881	SRR2072722	0.952	253.0361
AT2G34500	Canonical	5291	93.27	16.7407	0.7847	17.9493	0.0093	52.359	1604.3839	SRR4293718	2.6309	1601.753
AT2G34510	Canonical	5657	99.72	31.6337	0.4776	31.7232	0.0229	32.1337	336.0317	SRR5196118	5.1447	330.8871
AT2G34520	Canonical	5671	99.96	59.8337	0.3396	59.8548	0.4168	35.1711	394.5127	SRR5227408	2.4938	392.0189
AT2G34530	Canonical	5360	94.48	2.4075	0.7721	2.5481	0.0152	2.7937	97.2861	SRR3664392	6.4412	90.845
AT2G34540	Unobserved	5292	93.28	1.1074	0.8481	1.1871	0.012	1.5951	64.5301	SRR5480330	1.6657	62.8644
AT2G34555	Other	1846	32.54	0.2202	0.9784	0.6767	0.0088	2.7998	61.2717	SRR3581691	7.9008	53.3709
AT2G34560	Canonical	5673	100	62.0962	0.343	62.0962	0.0648	37.0003	413.9625	SRR3311808	5.0682	408.8943
AT2G34570	Canonical	5669	99.93	13.6634	0.5186	13.673	0.1162	10.4643	178.5027	SRR5239991	3.9493	174.5534
AT2G34580	Unobserved	4367	76.98	0.3108	0.9181	0.4037	0.0118	0.764	12.3573	SRR4295873	7.5002	4.857
AT2G34585	Canonical	5673	100	86.4264	0.3386	86.4264	0.1407	56.5496	674.1349	SRR3209577	2.7767	671.3582
AT2G34590	Canonical	5673	100	103.0098	0.3654	103.0098	0.5772	76.9513	1142.6127	SRR5755226	4.8087	1137.804
AT2G34600	Unobserved	5020	88.49	18.1357	0.791	20.4948	0.0451	75.6901	1233.2644	SRR3664416	4.1458	1229.1186
AT2G34610	Unobserved	3937	69.4	4.7499	0.8496	6.8444	0.0151	19.2866	292.825	SRR2221845	11.0524	281.7726
AT2G34620	Canonical	5477	96.55	65.8598	0.4291	68.2166	0.017	62.7606	437.5359	SRR1871486	4.0835	433.4524
AT2G34630	Canonical	5673	100	25.8564	0.2841	25.8564	1.2373	11.856	85.0737	SRR3416390	6.7958	78.2779
AT2G34640	Canonical	5670	99.95	49.4142	0.361	49.4404	0.0779	40.3798	270.8702	SRR5239992	6.7652	264.1049
AT2G34650	Canonical	5669	99.93	10.4491	0.6279	10.4565	0.045	16.0679	217.0265	SRR2850582	7.0684	209.9581
AT2G34655	Unobserved	5257	92.67	12.3447	0.7526	13.3215	0.0209	34.9234	444.6048	SRR1917206	7.0327	437.572
AT2G34660	Canonical	5673	100	27.9529	0.4501	27.9529	0.1071	21.5991	291.0142	SRR1773580	9.2074	281.8068
AT2G34670	Canonical	5667	99.89	5.2784	0.6499	5.284	0.0191	4.9823	101.5333	SRR3664387	4.49	97.0433
AT2G34680	Canonical	5672	99.98	17.3416	0.4605	17.3447	0.004	13.2203	143.6905	SRR1773565	10.6749	133.0156
AT2G34690	Canonical	5673	100	47.3175	0.3625	47.3175	0.1922	24.6888	355.9698	SRR5479136	0.2168	355.7529
AT2G34700	Canonical	3508	61.84	16.321	0.9277	26.3937	0.0095	163.6469	2319.5896	SRR2927331	4.9431	2314.6466
AT2G34710	Canonical	5672	99.98	26.7595	0.5139	26.7642	0.0141	24.9052	515.785	SRR5469593	2.8223	512.9627
AT2G34720	Canonical	5673	100	28.466	0.3952	28.466	0.3606	19.4342	194.7554	SRR5936241	8.3495	186.4058
AT2G34730	Canonical	5673	100	18.3598	0.4872	18.3598	0.2332	13.6301	222.5273	SRR3664377	2.7853	219.742
AT2G34740	Canonical	1060	18.68	1.2957	0.9835	6.9345	0.0049	34.1979	405.0139	DRR090541	1.0969	403.917
AT2G34750	Canonical	5673	100	46.7636	0.3288	46.7636	0.3228	22.9539	264.8732	SRR5469591	2.1459	262.7273
AT2G34770	Other	5672	99.98	45.6697	0.3552	45.6777	1.1576	30.4746	292.9357	SRR3581852	0.7188	292.2168
AT2G34780	Other	5671	99.96	9.9491	0.521	9.9526	0.0096	6.6447	106.3312	SRR3664390	3.4398	102.8914
AT2G34790	Canonical	5618	99.03	10.4365	0.745	10.5387	0.0297	36.0597	957.4256	SRR3664390	3.4398	953.9858
AT2G34810	Canonical	5628	99.21	37.5388	0.6304	37.839	0.0127	83.396	2090.2756	SRR3581897	3.9585	2086.3171
AT2G34820	Unobserved	828	14.6	0.0839	0.9785	0.5745	0.0112	1.1429	7.9984	SRR2046527	11.152	-3.1536
AT2G34825	Canonical	283	4.99	0.9055	0.9902	18.1519	0.0461	76.5281	906.1916	SRR3581686	0.918	905.2736
AT2G34830	Other	5002	88.17	3.1221	0.7897	3.5409	0.008	6.0243	88.6804	SRR4024922	1.939	86.7414
AT2G34840	Canonical	5396	95.12	11.4197	0.5248	12.0059	0.0243	7.0576	121.9294	SRR5448377	4.7432	117.1863
AT2G34850	Other	5584	98.43	2.6193	0.7759	2.661	0.0144	4.2219	82.3656	SRR3286489	7.043	75.3226
AT2G34860	Canonical	5671	99.96	94.7049	0.2483	94.7383	0.0349	56.8369	265.8069	SRR5346196	6.6916	259.1152
AT2G34870	Unobserved	1389	24.48	31.0426	0.9452	126.7853	0.0193	395.2668	3358.2807	SRR2927333	3.323	3354.9577
AT2G34880	Canonical	3623	63.86	1.7851	0.9439	2.7951	0.002	12.8617	189.147	SRR5410360	8.5102	180.6368
AT2G34890	Canonical	855	15.07	0.3371	0.9901	2.2369	0.0041	13.9521	214.1884	SRR5229948	8.1855	206.0029
AT2G34900	Canonical	5670	99.95	23.1851	0.4266	23.1974	0.2024	16.0169	184.4886	ERR466187	10.3405	174.1481
AT2G34910	Canonical	3362	59.26	6.8064	0.855	11.4851	0.014	32.8232	861.3636	SRR4024922	1.939	859.4246
AT2G34920	Other	5657	99.72	3.8028	0.6493	3.8135	0.0197	3.4504	50.3464	SRR3664435	4.0543	46.2921
AT2G34925	Unobserved	5491	96.79	5.4498	0.746	5.6304	0.0346	13.1849	402.2669	SRR2828725	1.4168	400.8501
AT2G34930	Canonical	5670	99.95	23.6177	0.6265	23.6302	0.1208	50.2574	1098.2032	SRR3499931	3.8197	1094.3835
AT2G34940	Other	5364	94.55	2.2999	0.7675	2.4324	0.0106	3.3597	45.2785	SRR4024922	1.939	43.3394
AT2G34960	Canonical	5555	97.92	2.564	0.699	2.6185	0.0173	3.0966	30.5775	SRR3124731	7.0086	23.5689
AT2G34970	Canonical	5673	100	28.4113	0.3209	28.4113	0.0207	12.3068	125.5837	SRR5469591	2.1459	123.4378
AT2G34980	Unobserved	5646	99.52	3.4739	0.6978	3.4905	0.0654	2.7926	94.652	SRR2970797	0.0566	94.5954
AT2G34990	Unobserved	3255	57.38	0.2747	0.9529	0.4788	0.0189	1.3468	37.7745	SRR5229962	8.5554	29.2191
AT2G35000	Canonical	5296	93.35	6.634	0.75	7.1063	0.0174	12.2691	181.244	SRR5238815	0.0487	181.1953
AT2G35010	Canonical	5671	99.96	27.0688	0.4225	27.0784	0.0582	13.9546	255.011	SRR5755224	4.5298	250.4811
AT2G35020	Canonical	5673	100	16.6378	0.4428	16.6378	0.0644	9.3328	135.322	SRR2828730	0.4495	134.8725
AT2G35030	Canonical	5665	99.86	4.6964	0.5871	4.703	0.049	3.536	44.7574	SRR5755226	4.8087	39.9487
AT2G35035	Canonical	5657	99.72	2.9643	0.7377	2.9727	0.0335	3.0106	96.1966	ERR1698199	6.792	89.4046
AT2G35040	Canonical	5671	99.96	58.126	0.2957	58.1465	0.1698	29.4173	268.4944	SRR5239991	3.9493	264.5451
AT2G35050	Canonical	5673	100	62.5317	0.2989	62.5317	0.3382	35.4237	285.9926	SRR1773565	10.6749	275.3177
AT2G35060	Canonical	5672	99.98	30.9457	0.4246	30.9512	0.0471	23.9903	262.9317	SRR3581897	3.9585	258.9732
AT2G35070	Other	4182	73.72	2.418	0.855	3.2801	0.0075	7.7172	95.8492	SRR2037349	3.5891	92.2601
AT2G35075	Unobserved	5060	89.19	0.9743	0.7593	1.0923	0.0135	1.084	9.5471	ERR1588797	6.4853	3.0618
AT2G35080	Unobserved	665	11.72	0.0715	0.991	0.6098	0.0054	2.0439	26.9319	SRR1791616	10.9004	16.0315
AT2G35090	Canonical	732	12.9	0.1199	0.985	0.9292	0.0139	2.6178	28.7651	SRR3581857	6.9376	21.8274
AT2G35100	Canonical	5673	100	15.748	0.4525	15.748	0.0541	7.408	143.8487	ERR1698205	4.5515	139.2972
AT2G35110	Canonical	5672	99.98	15.164	0.4758	15.1667	0.2828	8.2722	157.5191	SRR3664389	3.384	154.135
AT2G35120	Canonical	5672	99.98	77.2246	0.4184	77.2382	0.0653	82.4443	758.7898	SRR3311808	5.0682	753.7216
AT2G35130	Canonical	5542	97.69	15.2802	0.4509	15.6414	0.0147	11.4328	73.9128	ERR1698197	7.068	66.8448
AT2G35140	Canonical	5638	99.38	2.4275	0.8012	2.4426	0.0174	3.4696	152.3971	SRR2828732	0.2315	152.1656
AT2G35150	Unobserved	5530	97.48	5.7545	0.7235	5.9033	0.042	10.2799	118.5272	SRR5480330	1.6657	116.8615
AT2G35155	Canonical	5671	99.96	14.3148	0.3176	14.3199	0.0232	6.3682	44.6761	SRR3323097	7.6941	36.982
AT2G35160	Canonical	5650	99.59	3.5105	0.731	3.5248	0.0072	4.555	117.5988	SRR5755225	4.5456	113.0532
AT2G35170	Other	5668	99.91	7.3043	0.5201	7.3107	0.0644	5.1764	59.9478	SRR4036616	4.8944	55.0534
AT2G35190	Canonical	5657	99.72	22.4459	0.4292	22.5094	0.0108	18.4883	137.7659	ERR560487	6.7792	130.9867
AT2G35200	Other	4025	70.95	1.1085	0.8687	1.5624	0.0226	2.4679	48.0867	SRR5469591	2.1459	45.9409
AT2G35210	Canonical	5279	93.05	2.588	0.8499	2.7812	0.014	8.8084	255.0559	SRR3581852	0.7188	254.3371
AT2G35215	Canonical	420	7.4	0.3102	0.9902	4.1896	0.0156	21.6599	384.5819	SRR5479136	0.2168	384.3651
AT2G35230	Canonical	5672	99.98	17.9092	0.4211	17.9123	0.1618	11.9448	121.2724	SRR3664430	9.3352	111.9372
AT2G35240	Canonical	5672	99.98	47.965	0.2909	47.9734	0.1577	26.0643	192.6572	SRR3581893	4.156	188.5012
AT2G35250	Canonical	534	9.41	0.3145	0.9897	3.3411	0.011	14.5595	158.8706	SRR5229967	7.8664	151.0041
AT2G35260	Canonical	5633	99.29	127.5339	0.3364	128.4395	0.019	88.684	666.4157	SRR2970799	0.1141	666.3016
AT2G35270	Canonical	3298	58.14	6.8452	0.7824	11.7747	0.0168	16.9575	131.6016	DRR070520	9.331	122.2706
AT2G35280	Unobserved	153	2.7	0.0111	0.9964	0.4108	0.0229	0.7376	6.1683	SRR2828728	5.3449	0.8234
AT2G35290	Unobserved	5502	96.99	9.367	0.765	9.6581	0.0549	28.3198	545.2588	SRR5487681	8.8006	536.4582
AT2G35300	Canonical	4018	70.83	82.8092	0.8578	116.9181	0.0275	652.2167	11055.1377	SRR5239990	0.8058	11054.3318
AT2G35310	Canonical	5065	89.28	6.5281	0.8197	7.3117	0.0121	21.8729	298.3278	SRR3581690	8.4115	289.9163
AT2G35320	Canonical	5670	99.95	16.5977	0.3684	16.6065	0.0934	6.3301	82.3077	ERR903950	6.9734	75.3343
AT2G35330	Canonical	5673	100	31.9961	0.3529	31.9961	0.601	15.6894	182.61	ERR1698205	4.5515	178.0586
AT2G35340	Canonical	5667	99.89	4.1799	0.7278	4.1843	0.0355	7.0163	153.6878	ERR1698195	8.9484	144.7394
AT2G35343	Unobserved	5435	95.8	5.1145	0.8042	5.3385	0.1392	26.3249	1453.9199	SRR2828722	0.852	1453.0679
AT2G35345	Unobserved	5461	96.26	3.8119	0.6828	3.9599	0.0678	3.5779	72.0956	SRR2828722	0.852	71.2436
AT2G35350	Canonical	5664	99.84	7.5307	0.6632	7.5427	0.0141	9.1682	198.1474	ERR1698206	8.0033	190.1441
AT2G35360	Canonical	5671	99.96	10.3203	0.3564	10.324	0.1798	4.4883	37.3836	ERR1698206	8.0033	29.3804
AT2G35370	Canonical	5630	99.24	497.5789	0.3683	501.3792	0.0488	419.7091	5338.7472	SRR4113360	5.3107	5333.4365
AT2G35380	Canonical	4819	84.95	12.2387	0.7885	14.4076	0.0171	30.6845	520.8369	SRR5238817	6.5346	514.3023
AT2G35390	Canonical	5673	100	39.0572	0.3648	39.0572	0.0269	23.5847	246.5948	SRR4293718	2.6309	243.9639
AT2G35410	Canonical	5671	99.96	105.0107	0.2532	105.0477	0.0473	62.0844	347.8919	SRR4175408	3.2708	344.621
AT2G35420	Unobserved	5653	99.65	6.6619	0.6309	6.6855	0.06	6.488	131.5314	ERR1698207	7.4333	124.0981
AT2G35430	Canonical	5667	99.89	6.3002	0.5485	6.3069	0.0427	4.4895	58.3699	SRR1791624	9.6339	48.736
AT2G35450	Canonical	5667	99.89	19.3376	0.3788	19.3581	0.0173	9.8302	98.5519	SRR5344021	5.224	93.3279
AT2G35460	Canonical	439	7.74	0.0514	0.9918	0.6641	0.0129	1.8389	28.3813	SRR3581857	6.9376	21.4437
AT2G35470	Canonical	5669	99.93	35.1379	0.3918	35.1627	0.1184	22.1436	271.1368	SRR1917206	7.0327	264.1041
AT2G35480	Other	5659	99.75	6.5852	0.6493	6.6015	0.0177	7.7122	190.6451	SRR3664416	4.1458	186.4992
AT2G35490	Canonical	5673	100	116.8684	0.2534	116.8684	1.3541	64.7438	444.8213	SRR5167841	3.9796	440.8418
AT2G35500	Canonical	5671	99.96	37.35	0.3077	37.3631	0.099	23.9579	124.4921	SRR5360835	5.8191	118.6731
AT2G35510	Canonical	5673	100	33.1844	0.3886	33.1844	0.6739	16.6067	268.9512	SRR4024923	2.8263	266.1248
